natural_gas_use_kbtu,objectid,address,property_name,opa_number,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,electricity_use_kbtu,portfolio_manager_id,fuel_oil_02_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,water_use_all_kgal,total_ghg_emissions_mtco2e,notes,x_coord,y_coord
2113354.7,1486,1020-84 N DELAWARE AVE,1020-1080 N. Delaware Ave.,883365000,19125,1,1905,Other,152784,3247169.7,5895579,Not Available,Not Available,Not Available,35.1,81.3,2954.8,484.6,,-75.13303344,39.96571446
2765049.9,1487,2206 S CHRIS COLUMBUS BLV,Philadelphia - 215,882241000,19148,1,2004,Wholesale Club/Supercenter,311000,8230771,5899625,Not Available,Not Available,96,35.4,92.4,4024.5,1090.8,,-75.14148349,39.91722173
8864127,1488,6803-09 EMLEN ST,Pelham Court,881101500,19119,1,1911,Multifamily Housing,102796,1534376.4,5900094,Not Available,Not Available,28,101.2,137.4,4478.6,646.8,,-75.19021973,40.0499047
195145.2,1489,1419-27 ARCH ST,1425 Arch Street,885876140,19103,1,1909,Office,90085,4554709.5,5904300,Not Available,Not Available,Not Available,52.7,161,9219.7,532.7,,-75.16416668,39.95488806
5499265.8,1490,3300 HENRY AVE,Falls Center,881136900,19129,6,1920,Other,884471,32074393.4,5907418,Not Available,Not Available,Not Available,56,158.8,8007.9,3970.4,,-75.18460582,40.01176976
1396796.4,1491,24-50 W RITTENHOUSE ST,Maple Village,886700900,19144,1,2002,Multifamily Housing,67900,1619058.8,5909686,Not Available,Not Available,68,44.4,96.5,1784.9,259.9,,-75.176978,40.03689215
517822.2,1492,4301 RIDGE AVE,Falls Ridge,886761710,19129,1,2004,Multifamily Housing,66123,1914387.9,5913368,Not Available,Not Available,85,36.8,99.1,1353.7,247,,-75.19683995,40.01043843
Not Available,1493,6235-41 CHESTNUT ST,Praveen Chestnut LLC,881004800,19139,1,1926,Multifamily Housing,50544,287426.9,5914419,Not Available,Not Available,100,5.7,17.9,5617.1,31.9,,-75.2462248,39.96134533
Not Available,1494,4415 ARAMINGO AVE,Prime Storage - Aramingo,884213645,19124,4,1987,Self-Storage Facility,62600,373042.1,5914662,Not Available,Not Available,Not Available,6,18.7,85.5,42.8,,-75.08092779,40.00122967
314621,1495,9910 FRANKFORD AVE,Morrell Plaza Shopping Center: Morrell Plaza,882139500,19114,1,2008,Strip Mall,103251,15575524.1,5917122,Not Available,Not Available,Not Available,153.9,476.9,7506,1802.9,,-74.98491272,40.06478239
2970026.1,1496,7700-80 CRITTENDEN ST,2833-Crittenden Avenue,882040300,19118,1,1972,Supermarket/Grocery Store,48210,9594670.2,5920982,Not Available,Not Available,41,260.6,689.6,980.6,1258.1,,-75.19442862,40.07247306
21180744.8,1497,3400L LANCASTER AVE,382-The Summit at University City,881111120,19104,1,2015,Multifamily Housing,582682,27241496.7,5921000,Not Available,Not Available,2,88.6,197.1,304.2,4249.1,,-75.19190657,39.95720759
4973391.9,1498,2100 BLEIGH AVE,299 - Cottman Avenue,882064600,19149,1,1996,Supermarket/Grocery Store,67305,14259734.1,5922753,Not Available,Not Available,34,285.8,742.9,1091.7,1899.5,,-75.06209305,40.05084085
3939639.2,1499,180 W. Girard Ave,291 - Girard Avenue,882932476,19123,1,2011,Supermarket/Grocery Store,51000,9018632.5,5923098,Not Available,Not Available,53,254.1,636.4,636.9,1243.5,,-75.13905486,39.9686936
2097126.7,1500,161-71 W ALLEGHENY AVE,Villas Del Caribe,886606700,19140,4,1996,Multifamily Housing,103656,2087744.5,5924329,Not Available,Not Available,97,40.4,84.5,5705.4,350.8,,-75.13153597,39.99970876
2463820.6,1501,1415 FAIRMOUNT AVENUE,JBJ Soul Homes (Fairmount Gardens),886806600,19130,1,2013,Multifamily Housing,75000,1711681,5926692,Not Available,Not Available,70,55.7,106.2,2384,327.2,,-75.16169588,39.96739451
16826.4,1502,1400 N 13TH ST,Yorktown Arms Apartments,886905000,19122,1,1996,Multifamily Housing,73687,2082063.8,5927612,Not Available,Not Available,87,28.5,89,2893.5,231.9,,-75.15678857,39.97492536
26778599.4,1503,11681 E ROOSEVELT BLV,PepsiCo,884269000,19154,2,1970,Manufacturing/Industrial Plant,225000,34206528.3,5932350,Not Available,Not Available,Not Available,271,602.3,95708.8,5345.1,,-75.00095702,40.10228263
29677765.4,1504,4401 HOLDEN ST,West Park Apartments,886761415,19104,3,1964,Multifamily Housing,373952,10292209.3,5934226,Not Available,Not Available,30,106.9,169.8,31247.7,2756.6,,-75.21078243,39.9596769
21612948.1,1505,2411-43 N 11TH ST,Fairhill,886761340,19133,9,2000,Multifamily Housing,298032,8331592.2,5934230,Not Available,Not Available,36,100.5,163.9,228053.5,2103.4,,-75.14928308,39.98933201
1886813.9,1506,3226 CLIFFORD ST,Vernon House,886652700,19121,1,2005,Multifamily Housing,55985,1636183.7,5935853,Not Available,Not Available,35,62.9,127.2,1628.2,287.9,,-75.18778789,39.98308938
Not Available,1507,1000 E VENANGO ST,Kensington Castor Partners,884107500,19134,1,1908,Other - Services,108340,Not Available,5943329,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,-75.10952542,40.00182359
48993817.3,1508,2200 S 25TH ST,Wilson Park - Compliance,886760930,19145,36,2000,Multifamily Housing,669781,24569109.1,5943378,Not Available,Not Available,11,109.8,192,45676.6,5419.9,,-75.18971637,39.92437896
399920.4,1509,6761-63 RIDGE AVE,MFM - 6763 Ridge Ave,886810681,19128,1,1920,Multifamily Housing,34992,1046139.7,5943382,Not Available,Not Available,83,41.3,105.9,1060,141.2,,-75.22504104,40.04166988
2964216.6,1510,3701 ISLAND AVE,Residence Inn Philadelphia Airport,883745500,19153,1,2016,Hotel,95000,3452756.3,5943441,Not Available,Not Available,82,67.5,146.9,4435.3,553.4,,-75.23638534,39.89580529
Not Available,1511,7746 DUNGAN RD,Michel's Bakery,884221900,19111,1,1964,Refrigerated Warehouse,68827,Not Available,5943530,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,-75.07225588,40.06492972
404139.6,1512,2100 HORNIG RD,"2100 Hornig Road Associates, LP",884233810,19116,1,1990,Food Sales,89190,7195580.4,5943557,Not Available,Not Available,Not Available,85.2,258.1,595.5,846.7,,-74.99838476,40.11100151
Not Available,1513,123-27 S 12TH ST,12th & Sansom Parking Garage,883403000,19107,1,1971,Parking,204192,916285.1,5944282,Not Available,Not Available,Not Available,6,18.8,Not Available,105.1,,-75.15979721,39.94939123
19144337.5,1514,1300-50 N 10TH ST,Harrison Plaza - Compliance,886761105,19122,29,1956,Multifamily Housing,318611,8078247.8,5944300,Not Available,Not Available,10,85.4,142.7,79609,1943.3,,-75.15283853,39.97305475
Not Available,1515,2663 W GLENWOOD AVE,Nellie Reynolds Gardens,886766100,19121,1,2008,Multifamily Housing,60000,3678971.9,5944311,Not Available,Not Available,3,61.3,192.5,2939.8,421.9,,-75.178572,39.98584462
1910119.9,1516,3001 MOORE ST,Pratt Building,886760955,19145,1,2005,Multifamily Housing,78000,2644890.3,5944318,Not Available,Not Available,14,58.4,132.2,3495,404.8,,-75.19553135,39.9320118
8255990,1517,1424 CLEARVIEW ST,Suffolk Manor,886702500,19141,1,2003,Multifamily Housing,115000,4051030.1,5944323,Not Available,Not Available,10,107,186,5800.1,903.1,,-75.14566147,40.04048314
9676200,1518,5457 WAYNE AVE,Germantown House,886653100,19144,1,1971,Multifamily Housing,70000,4812260.9,5944327,Not Available,Not Available,1,207,361,5637.7,1065.8,,-75.17572602,40.03042643
Not Available,1519,475 SPRING LN,The Renfrew Center,881436500,19128,4,1985,Residential Care Facility,2500,Not Available,5945194,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,-75.25045004,40.06485147
1557774.3,1520,1900 W ALLEGHENY AVE,Allegheny Apts Phase 1 & 2,886653901,19119,1,2016,Multifamily Housing,102485,Not Available,5945319,Not Available,Not Available,100,15.2,16,1666.5,82.7,,-75.16066891,40.00204903
7792925.9,1521,125 W EVERGREEN AVE,"Hill House Apartment Associates, LLC",881050500,19118,1,1965,Multifamily Housing,205708,5036620.4,5945320,Not Available,Not Available,62,73,136.6,5031.5,972.6,,-75.21060873,40.07377354
221255.4,1522,5601-07 TULIP ST,A & R Investment,884177700,19124,1,1920,Manufacturing/Industrial Plant,139329,Not Available,5945395,Not Available,Not Available,Not Available,3.4,7.2,Not Available,39.9,,-75.06358795,40.01294749
Not Available,1523,2121 WHEATSHEAF LA,Wheatsheaf,884204010,19137,1,1950,Non-Refrigerated Warehouse,300000,Not Available,5949358,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,-75.08940588,40.0010086
4732830.9,1524,6201 N 10TH ST,Stevenson Terrace Apts,881150000,19141,1,1967,Multifamily Housing,156816,500388.6,5950774,Not Available,Not Available,100,33.4,41.7,8514,308.8,,-75.13548192,40.04692021
4542863.1,1525,200-16 W CHELTENHAM AVE,Melrose Park Manor,881220000,19126,4,1965,Multifamily Housing,60984,188518.5,5950776,Not Available,Not Available,94,77.6,87.9,4970.6,262.9,,-75.12270512,40.05282395
4608937.2,1526,5115 WISSAHICKON AVE,Birchwood Hill Apts,881060000,19144,4,1966,Multifamily Housing,65340,214202.3,5950777,Not Available,Not Available,94,73.8,84.4,4026.6,269.4,,-75.17576938,40.02143905
3091727.9,1527,20 S 36TH ST,The Axis,881601401,19104,1,1900,Residence Hall/Dormitory,32818,7269.3,5964472,Not Available,1269700306,1,38783.6,46644.2,8442.1,84471.2,,-75.19463887,39.9552328
Not Available,1528,1618-22 CHESTNUT ST,1618 Chestnut Street,772509500,19103,1,1950,College/University,61740,6043535.7,5975119,Not Available,Not Available,Not Available,97.9,307.4,894.9,693.1,,-75.16813572,39.95110085
Not Available,1529,1401 WALNUT ST,1401 Walnut Street,NA,19102,1,1950,Multifamily Housing,101526,7357657.3,5975210,Not Available,Not Available,1,72.5,227.6,2019.8,843.8,,-75.16459238,39.94960043
7788981.4,1530,2967 W SCHOOL HOUSE LN,Alden Park Manor - Cambridge,881083500,19144,1,1950,Multifamily Housing,311774,5879630.1,5976265,Not Available,Not Available,83,50.3,98,10905.8,1088,,-75.18405146,40.02476691
11959169.9,1531,2979 W SCHOOL HOUSE LN,Alden Park Manor - Kenilworth,881083000,19144,2,1925,Multifamily Housing,474304,8020240.4,5976288,Not Available,Not Available,87,56.1,106,21811.7,1555,,-75.18446983,40.02460069
11879540.6,1532,5702 WISSAHICKON AVE,Alden Park Manor - Manor,881085300,19144,3,1925,Multifamily Housing,485635,11837916.9,5976316,Not Available,Not Available,76,54.1,113.3,32713.1,1988.5,,-75.18390812,40.02754919
Not Available,1533,259 MARKET ST #2,Shirt Corner,881007026,19106,1,2015,Multifamily Housing,42981,2403267.1,5978033,Not Available,Not Available,4,58.1,182.4,1043.7,266.6,,-75.14519812,39.95043081
Not Available,1534,1700-06 CHESTNUT ST,1700 Chestnut Street,881562500,19103,1,1950,Multifamily Housing,105550,6308242.1,6019401,Not Available,Not Available,21,59.8,187.7,2115.1,699.8,,-75.16903904,39.95121771
Not Available,1535,1708-16 CHANCELLOR ST,Penn Warwick Garage,883421000,19103,1,1930,Parking,54000,239814.6,6020486,Not Available,Not Available,Not Available,4.4,13.9,78.6,26.6,,-75.16987821,39.94929073
18259928.8,1536,4617 PINE ST,Garden Court Condominium,888461228,19143,1,1923,Multifamily Housing,227000,2865172.4,6020858,Not Available,Not Available,57,93.1,124.1,5268.8,1287.7,,-75.21551247,39.95250305
Not Available,1537,100 N 17TH ST,The Arch,881035950,19103,1,1914,Multifamily Housing,125000,8291733.2,6022368,Not Available,642972.8,1,71.5,214.5,963.5,962.5,,-75.1682033,39.95528479
3024237.5,1538,7000 N BROAD ST,Windsor Terrace Apts,881053500,19126,1,1966,Multifamily Housing,54332,942394.4,6024216,Not Available,Not Available,Not Available,73,112.9,2734.9,265.2,,-75.14063992,40.06008064
Not Available,1539,990 SPRING GARDEN ST,SA 990 Spring Garden LP,883523100,19123,1,1927,Office,152000,Not Available,6031140,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,-75.15422398,39.96114806
2125153.8,1540,6201 KEYSTONE ST,Tacony Academy Charter School,778771890,19135,1,2015,K-12 School,86492,1796295.2,6031757,Not Available,Not Available,96,45.3,91,Not Available,312.1,,-75.05224698,40.01703268
Not Available,1541,2564 BELMONT AVE,Inglis Gardens at Belmont I,886630030,19131,1,2016,Multifamily Housing,49447,654612.7,6040061,Not Available,Not Available,100,17.5,46,607.4,83.8,,-75.21930697,39.99889968
Not Available,1542,2560 BELMONT AVE,Inglis Gardens at Belmont II,886610010,19131,1,2016,Multifamily Housing,50439,361167,6040069,Not Available,Not Available,Not Available,7.2,22.5,Not Available,40.1,,-75.21929538,39.99885816
4627978.3,1543,1849 WALNUT ST,1849 ADR Walnut Street LP,881025000,19103,1,1925,Multifamily Housing,127292,23457500,6040279,Not Available,Not Available,Not Available,220.6,616.8,4868.9,2848,,-75.17195303,39.95071499
Not Available,1544,5695 RISING SUN AVE,5695 RS LLC,884116450,19120,1,1950,Non-Refrigerated Warehouse,93000,Not Available,6042390,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,-75.10695782,40.03940727
234693.4,1545,900 JEFFERSON ST,900 W Jefferson Street,777502500,19122,1,1962,Office,56779,2238558.6,6045161,Not Available,Not Available,87,43.6,128.1,22.4,260.8,,-75.15070505,39.97411589
410463.3,1546,3943-45 CHESTNUT ST,The Hub on Chestnut,881600111,19104,1,2007,Multifamily Housing,94722,6196652.6,6048723,Not Available,Not Available,51,69.8,210,4808.1,709.2,,-75.20197726,39.95591918
695730.3,1547,3939-41 CHESTNUT ST,3939 Chestnut Street,881600125,19104,1,2015,Multifamily Housing,52789,1156104.7,6048793,Not Available,Not Available,99,35.1,82.6,848.1,165.2,,-75.20173052,39.95588994
2704433.2,1161,1 BROWN ST,1 Brown Street Associates,881006085,19123,1,2012,Multifamily Housing,260100,7012939.5,4955012,Not Available,Not Available,75,45.8,117.2,4602.8,947.9,,-75.137512,39.96239987
Not Available,1162,4055 RIDGE AVE,Dobson Mills,881137425,19129,11,2007,Multifamily Housing,752225,16260220.4,4955175,Not Available,Not Available,88,21.6,67.9,12158.1,1864.7,,-75.18844588,40.00793156
1206165.6,1163,800 N DELAWARE AVE,800 North Delaware,881006076,19123,1,2014,Multifamily Housing,120000,5287395.6,4956381,Not Available,Not Available,12,54.1,148.9,2370.6,670.4,,-75.13690495,39.96250874
Not Available,1164,1901 JOHN F KENNEDY BLV,"Kennedy House, Inc",881035500,19103,1,1968,Multifamily Housing,689799,24256099.1,4956634,Not Available,6925436.7,49,50,135.6,5440.9,3241.5,,-75.17208701,39.95478278
8354225,1165,7200 BRANT PL,UNICO Village II,881125155,19153,5,1972,Multifamily Housing,84125,2410209.5,4959360,Not Available,Not Available,17,128,194.2,3058.4,720.1,,-75.23465525,39.91153083
20217569.7,1166,1520-28 SPRUCE ST,The Touraine Apartments,881018506,19102,1,1917,Multifamily Housing,232318,5186038.7,4959850,Not Available,Not Available,5,109.3,161.5,5376.9,1668.6,,-75.16766387,39.94694957
7524121.3,1167,8040 ROWLAND AVE,Park Terrace Apartments,881231500,19136,1,1964,Multifamily Housing,242470,3231868.2,4959870,Not Available,Not Available,50,62.5,104.8,5857.2,770.3,,-75.03061171,40.0471174
10336660.6,1168,3200L CHESTNUT ST #A,381-Chestnut Square,881115950,19104,2,2013,Multifamily Housing,368221,14295396.3,4959919,Not Available,Not Available,76,66.9,151.4,17330.9,2188.4,,-75.18745049,39.95378194
4329790.7,1265,3257 FOX ST,Collectors HQ,784160805,19129,1,1959,Office,65000,2776260.1,5015108,Not Available,Not Available,45,109.3,204.1,2193.6,548.4,,-75.1761729,40.0135892
8718149.1,1266,204-06 S 13TH ST,Chancellor Apartments,881015000,19107,1,1920,Multifamily Housing,128337,2820434.3,5015250,Not Available,Not Available,67,89.9,140.3,6508.5,775.9,,-75.16252487,39.94864413
211548.9,1267,3701 CONSHOHOCKEN AVE,Duffield House Apartments,881159500,19111,1,1964,Multifamily Housing,306629,7109243.2,5015293,Not Available,Not Available,97,28,86.4,9256.4,826.5,,-75.20446728,40.00389548
32908.9,1268,9503 STATE RD,Beacon Pointe Apartments,881233101,19114,1,1980,Multifamily Housing,138166,1460336,5015305,Not Available,Not Available,100,13.2,40.9,1103.4,169.2,,-74.98364262,40.04925372
694065.8,1269,3255 BELGRADE ST,Nativity BVM Place,777075000,19134,1,1916,Multifamily Housing,30000,2073906.1,5015778,Not Available,Not Available,5,92.3,241.4,1288.6,274.7,,-75.10260301,39.98690211
14856.3,1270,1818-20 SPRING GARDEN ST,Spring Garden Towers,881561625,19130,1,1979,Multifamily Housing,194062,6077502.2,5015858,Not Available,Not Available,Not Available,31.4,98.4,6423.4,913.9,,-75.16908341,39.96294597
11157606.7,1271,945-75 N FRANKLIN ST,Ascension Manor,881006740,19123,1,1968,Multifamily Housing,81331,6515650.7,5015889,Not Available,Not Available,1,217.3,395.6,4707.4,1315.4,,-75.14873146,39.96956494
6442224.9,1272,250 S 13TH ST,Lenox Condominiums,888072274,19107,1,1920,Multifamily Housing,79923,2044832.8,5016203,Not Available,Not Available,20,106.2,165,2782.4,569,,-75.16274049,39.94702774
2812206.2,1444,300 BYBERRY RD,Stonebridge Condominium Association,888582201,19116,1,1965,Multifamily Housing,55000,1405760.7,5211022,Not Available,Not Available,43,76.7,133.9,3093.9,310.6,,-75.02153396,40.12640646
488786.4,1445,429 N 13TH ST,429 N. 13th Street,888057285,19123,1,1900,Multifamily Housing,70140,1114219.3,5216880,Not Available,Not Available,100,26.7,66.7,900.7,153.7,,-75.15941644,39.96039763
7880398.2,1446,7810-20 ALGON AVE,7810 Algon,881168000,19111,1,1940,Multifamily Housing,113256,2336824.2,5219003,Not Available,Not Available,27,90.2,137.8,10705.4,686.6,,-75.06681303,40.06329162
4986873.2,1447,4401 CONSHOHOCKEN AVE,4401 Conshohocken,881156500,19131,1,1931,Multifamily Housing,80000,1900484,5219012,Not Available,Not Available,14,86.1,140,427.1,482.8,,-75.22041916,40.00032643
3847910.3,1448,601 W CLIVEDEN ST,601 W Cliveden St,881098700,19119,1,1938,Multifamily Housing,61508,1113472.1,5219024,Not Available,Not Available,36,80.7,122.5,3008.7,332.1,,-75.19235252,40.03841153
3190962.7,1449,2450 HARTEL AVE,2450 Hartel Ave,881173000,19152,1,1955,Multifamily Housing,50000,675210.9,5219052,Not Available,Not Available,56,77.3,109.4,4093.3,246.9,,-75.05179368,40.05320196
7851670.3,1450,6451-61 OXFORD AVE,6451 Oxford Ave,881163000,19111,3,1929,Multifamily Housing,171000,5336709.2,5219095,Not Available,Not Available,10,77.1,146.2,18548.7,1029.1,,-75.08649657,40.04616751
2347180.1,1451,5001-23 ERRINGER PL,5001-23 Erringer Pl,881065000,19144,1,1937,Multifamily Housing,59500,850884.6,5219100,Not Available,Not Available,84,53.7,86.3,5790.7,222.2,,-75.17137109,40.02133557
718.2,1015,115-21 S BROAD ST,121 S. Broad,883024500,19107,1,1900,Office,142089,10631679.4,4428195,Not Available,Not Available,53,74.8,235,1469.9,1219.3,,-75.16369001,39.95021329
Not Available,1016,3600 CIVIC CENTER BLV ,3600 Civic Center Garage,773740401,19104,1,2014,Parking,546010,2738843.4,4428360,Not Available,Not Available,Not Available,5.7,18,0,314.1,,-75.19615015,39.94596934
Not Available,1017,1500-14 LOCUST ST,1500 Locust,881030000,19102,1,1974,Multifamily Housing,879290,15414651.7,4432934,Not Available,9913998.9,96,37.4,89.1,20052.7,2426,,-75.16667851,39.94823624
283734.1,1018,801 ARCH ST,801 Arch Street,883009600,19107,1,1975,Office,170348,6956818.9,4439302,Not Available,Not Available,82,42.5,130,669.2,812.9,,-75.15343384,39.95367642
Not Available,1019,1500 CHESTNUT ST,Ellington Condominium,888114920,19102,1,1929,Multifamily Housing,100000,7593150.1,4449356,Not Available,15708183.1,1,233,427.4,8776.8,1913.8,,-75.16591279,39.95083579
