Parcel(s),Building Name,Building Address,Postal Code,Floor Area,Property Type - Self Selected,Full.Address,Benchmark 2017 Status,2017 Reason for Exemption,PIM Link,Benchmark 2016 Status,2016 Reason for Exemption,Benchmark 2015 Status,2015 Reason for Exemption,Benchmark 2014 Status,2014 Reason for Exemption,Benchmark 2013 Status,2013 Reason for Exemption,Benchmark 2012 Status,2012 Reason for Exemption,Benchmark 2011 Status,2011 Reason for Exemption,Benchmark 2010 Status,2010 Reason for Exemption,Energy Audit Due Date,Energy Audit Status,Next Audit Due Date,Next Energy Audit Status,2017 ENERGY STAR Score,2017 Site EUI (kBtu/ft2),2017 Source EUI (kBtu/ft2),2017 Percent Better than National Median Site EUI,2017 Percentage Better than National Median Source EUI,2017 Total GHG Emissions (Metric Tons CO2e),2017 Total GHG Emissions Intensity (kgCO2e/ft2),2017 Weather Normalized Site EUI (kBtu/ft2),2017 Weather Normalized Source EUI (kBtu/ft2),2016 ENERGY STAR Score,2016 Site EUI (kBtu/ft2),2016 Source EUI (kBtu/ft2),2016 Percent Better than National Median Site EUI,2016 Percentage Better than National Median Source EUI,2016 Total GHG Emissions (Metric Tons CO2e),2016 Total GHG Emissions Intensity (kgCO2e/ft2),2016 Weather Normalized Site EUI (kBtu/ft2),2016 Weather Normalized Source EUI (kBtu/ft2),2015 ENERGY STAR Score,2015 Site EUI (kBtu/ft2),2015 Source EUI (kBtu/ft2),2015 Percent Better than National Median Site EUI,2015 Percentage Better than National Median Source EUI,2015 Total GHG Emissions (Metric Tons CO2e),2015 Total GHG Emissions Intensity (kgCO2e/ft2),2015 Weather Normalized Site EUI (kBtu/ft2),2015 Weather Normalized Source EUI (kBtu/ft2),2014 ENERGY STAR Score,2014 Site EUI (kBtu/ft2),2014 Source EUI (kBtu/ft2),2014 Percent Better than National Median Site EUI,2014 Percent Better than National Median Source EUI,2014 Total GHG Emissions (Metric Tons CO2e),2014 Total GHG Emissions Intensity (kgCO2e/ft2),2014 Weather Normalized Site EUI (kBtu/ft2),2014 Weather Normalized Source EUI (kBtu/ft2),2013 ENERGY STAR Score,2013 Site EUI (kBtu/ft2),2013 Source EUI (kBtu/ft2),2013 Percent Better than National Median Site EUI,2013 Percent Better than National Median Source EUI,2013 Total GHG Emissions (Metric Tons CO2e),2013 Total GHG Emissions Intensity (kgCO2e/ft2),2013 Weather Normalized Site EUI (kBtu/ft2),2013 Weather Normalized Source EUI (kBtu/ft2),2012 ENERGY STAR Score,2012 Site EUI (kBtu/ft2),2012 Source EUI (kBtu/ft2),2012 Percent Better than National Median Site EUI,2012 Percent Better than National Median Source EUI,2012 Total GHG Emissions (Metric Tons CO2e),2012 Total GHG Emissions Intensity (kgCO2e/ft2),2012 Weather Normalized Site EUI (kBtu/ft2),2012 Weather Normalized Source EUI (kBtu/sq.ft),2011 ENERGY STAR Score,2011 Site EUI (kBtu/ft2),2011 Source EUI (kBtu/ft2),2011 Percent Better than National Median Site EUI,2011 Percent Better than National Median Source EUI,2011 Total GHG Emissions (Metric Tons CO2e),2011 Total GHG Emissions Intensity (kgCO2e/ft2),2011 Weather Normalized Site EUI (kBtu/ft2),2011 Weather Normalized Source EUI (kBtu/ft2)
0146/006,644 BROADWAY,644 BROADWAY,94133,42500,,"644 BROADWAY
SAN FRANCISCO, CA 94133
(37.797724, -122.40782)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=0146/006,Violation - Did Not Report,,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,Exempt,Exempt - Change of Ownership,Exempt,Exempt - Vacant,Exempt,Exempt - SqFt Not Subject This Year,,,Did Not Comply,2017-04-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550/001,1 14th Street,1 14TH ST,94103,20000,Non-Refrigerated Warehouse,"1 14TH ST
SAN FRANCISCO, CA 94103
(37.768664, -122.413736)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=3550/001,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,,,Complied,2014-04-01T00:00:00,,,,,,,,,,87,12.1,22.7,-52.2,-52.2,15,0.8,12.1,22.7,85,13.2,23.8,-49.5,-49.5,16.8,0.8,13.2,23.8,84,13.3,23.9,-47.5,-47.5,16.8,0.8,12.5,23.1,88,13.2,23.8,-53.2,-53.1,16.7,0.8,10.8,21.3,,,,,,,,,,,,,,,,,,
3520/043,1425 Folsom Street,1425 FOLSOM ST,94103,11260,Other - Entertainment/Public Assembly,"1425 FOLSOM ST
SAN FRANCISCO, CA 94103
(37.772554, -122.413162)",Complied,,http://propertymap.sfplanning.org/?&search=3520/043,Complied,,Complied,,Complied,,Complied,,Violation - Insufficient Data,,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,Upcoming,2019-04-01T00:00:00,Complied,2014-04-01T00:00:00,,56,116.3,36.7,36.7,40.5,3.6,56,116.3,,65.3,133.3,56.6,56.6,50.8,4.5,65.3,133.3,,48.6,112.5,32.2,32.2,38.5,3.4,48.6,112.5,,27.5,68.7,-19.3,-19.3,22.6,2,25,60.8,,16.7,39.3,-53.9,-53.9,13.3,1.2,16.7,39.3,,,,,,,,,,,,,,,,,,
1518/033,6221 GEARY BLVD,6221 GEARY BLVD,94121,17760,Office,"6221 GEARY BLVD
SAN FRANCISCO, CA 94121
(37.77996, -122.486183)",Complied,,http://propertymap.sfplanning.org/?&search=1518/033,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,,,Complied,2014-04-01T00:00:00,81,54,106,-33.8,-33.8,60.4,3.4,54,106,76,60.2,115.3,-27.7,-27.7,71.7,4,60.2,115.3,82,42.7,104.3,-34.2,-34.2,54.7,3.1,42.7,104.3,51,48.7,152.1,-2.1,-2.1,70.3,4,48.7,152.1,29,92.1,205,24.7,24.7,113,6.4,92.1,205,,,,,,,,,,,,,,,,,,
5237/038,1201 EVANS AVE,1201 EVANS AVE,94124,15498,,"1201 EVANS AVE
SAN FRANCISCO, CA 94124
(37.738903, -122.381308)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=5237/038,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,,,Did Not Comply,2014-04-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550/001B,1820 HARRISON ST,1818 HARRISON ST,94103,18360,,"1818 HARRISON ST
SAN FRANCISCO, CA 94103
(37.768237, -122.4134)",Exempt,Vacancy,http://propertymap.sfplanning.org/?&search=3550/001B,Exempt,Vacancy,Exempt,Exempt - Vacant,Exempt,Exempt - Vacant,Exempt,Exempt - Vacant,Exempt,Exempt - Vacant,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,,,Did Not Comply,2017-04-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3509/005,140 9TH ST,140 9TH ST,94103,15600,,"140 9TH ST
SAN FRANCISCO, CA 94103
(37.77567, -122.414025)",Complied,,http://propertymap.sfplanning.org/?&search=3509/005,Exempt,,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,Exempt - SqFt Not Subject This Year,,,Did Not Comply,2017-04-01T00:00:00,,48.9,84.6,-45.6,-45.6,46.2,3,51.3,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0065/048,990 COLUMBUS AVE,990 COLUMBUS AVE,94133,16900,Office,"990 COLUMBUS AVE
SAN FRANCISCO, CA 94133
(37.80332, -122.41455)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=0065/048,Exempt,,Complied,,Exempt,Exempt - Tenant Turnover,Exempt,Exempt - Tenant Turnover,Exempt,Exempt - Tenant Turnover,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,,,Complied,2014-04-01T00:00:00,,,,,,,,,,,,,,,,,,,82,36.5,90.4,-35,-35,44.7,2.6,37.7,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0136/004A,940 BATTERY ST,940 BATTERY ST,94111,21720,,"940 BATTERY ST
SAN FRANCISCO, CA 94111
(37.80005, -122.401355)",Exempt,Vacancy,http://propertymap.sfplanning.org/?&search=0136/004A,Exempt,Vacancy,Exempt,Exempt - Vacant,Exempt,Exempt - Vacant,Exempt,Exempt - Vacant,Exempt,Exempt - Vacant,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,,,Did Not Comply,2017-04-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3707/019,San Francisco Planning and Urban Research,654 MISSION ST,94105,11564,Office,"654 MISSION ST
SAN FRANCISCO, CA 94105
(37.786911, -122.40119)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=3707/019,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,,,Did Not Comply,2014-04-01T00:00:00,,,,,,,,,,71,35.8,106.6,-22.1,-22.1,34.8,3,36.8,107.7,82,31.1,91.6,-34.7,-34.7,28.4,2.5,31.5,92,84,28.9,86.7,-36.9,-36.9,26.6,2.3,28.4,85,86,29.7,85,-40.1,-40.1,26.7,2.3,29.7,85.1,,,,,,,,,,,,,,,,,,
1095/005,San Francisco Hospital Campus,2425 GEARY BLVD,94115,401090,,"2425 GEARY BLVD
SAN FRANCISCO, CA 94115
(37.782778, -122.443222)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=1095/005,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,Did Not Comply,2014-04-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,198.6,430,-31.8,-31.8,5439.7,13.6,205.6,437.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3722/080,140 NEW MONTGOMERY ST,140 NEW MONTGOMERY ST,94103,333669,Office,"140 NEW MONTGOMERY ST
SAN FRANCISCO, CA 94103
(37.786821, -122.399725)",Complied,,http://propertymap.sfplanning.org/?&search=3722/080,Complied,,Complied,,Complied,,Exempt,Exempt - New Construction,Exempt,Exempt - Vacant,Exempt,Exempt - Vacant,Exempt,,Upcoming,2018-04-01T00:00:00,,,90,62.6,158.2,-45.2,-45.2,1409.9,4.3,62.6,158.2,89,64.2,160.9,-43.5,-43.5,1600.3,4.9,67.2,162.2,91,63.4,155.5,-47.2,-47.2,1489.4,4.6,64.7,156.8,94,45.9,110.2,-52.3,-52.3,1115.1,3.3,46.9,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
0270/039,R1009,555 PINE ST,94108,124968,,"555 PINE ST
SAN FRANCISCO, CA 94108
(37.791598, -122.405068)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=0270/039,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Violation - Did Not Report,,Complied,,,,Did Not Comply,2014-04-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.1,1190.2,866.7,866.7,3862.3,30.9,376.6,1182.5,,376,1255.7,437.1,,4268.78,,384.8,1285.1,,,,,,,,,
2346/008B,730 Taraval Street,730 Taraval St,94116,29094,Supermarket/Grocery Store,"730 Taraval St
SAN FRANCISCO, CA 94116
(37.743138, -122.473882)",Violation - Data Not Verified,,http://propertymap.sfplanning.org/?&search=2346/008B,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Pending - Contracted,2019-04-01T00:00:00,Complied,2014-04-01T00:00:00,,,,,,,,,,47,265,614,1.9,1.9,566.8,19.5,265,614,47,264.3,613.6,1.4,1.4,565.9,19.5,264.3,613.6,31,288.8,643.5,13,13,580.9,20,288.8,643.5,47,247.7,601.1,1.3,1.3,517.7,17.8,239.4,592.4,58,242.3,589.5,-5.5,-5.5,507,17.4,242.3,589.5,,,,,,,,,
5253/039,1683 GALVEZ AVE,1683 GALVEZ AVE,94124,26079,,"1683 GALVEZ AVE
SAN FRANCISCO, CA 94124
(37.741502, -122.389117)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=5253/039,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Exempt,Exempt - SqFt Not Subject This Year,,,Did Not Comply,2014-04-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7295/004,STONESTOWN - MACYS,1 STONESTOWN MALL,94132,280025,Retail Store,"1 STONESTOWN MALL
SAN FRANCISCO, CA 94132
(37.730043, -122.477361)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=7295/004,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Upcoming,2022-04-01T00:00:00,,,,,,,,,,,,100,21.8,46.7,-77.2,-77.2,522.7,1.9,21.8,46.7,97,22.9,67.2,-67.1,-67.1,518.2,1.9,,,96,24.5,75,-62.7,-62.7,552.2,2,24.5,75,84,40.3,124.3,-41.4,-41.3,981.6,3.5,40.3,124.3,97,23.6,71.5,-66.3,-66.3,528.8,1.9,23.6,71.5,97,24.7,74.7,-65.1,-65.1,553,2,24.7,74.7
0292/015,165 SUTTER ST,165 SUTTER ST,94104,139070,,"165 SUTTER ST
SAN FRANCISCO, CA 94104
(37.78992, -122.40316)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=0292/015,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,Did Not Comply,2014-04-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3525/010,460 9TH ST,460 9TH ST,94103,15227,Distribution Center,"460 9TH ST
SAN FRANCISCO, CA 94103
(37.771747, -122.40913)",Violation - Data Not Verified,,http://propertymap.sfplanning.org/?&search=3525/010,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,,,Complied,2014-04-01T00:00:00,,,,,,,,,,81,10.6,28.8,-43.2,-43.2,12.9,0.8,11.5,29.6,79,10.8,30.4,-40.2,-40.2,12.7,0.8,11.1,30.3,78,10.8,30.9,-38.3,-38.3,12.8,0.8,11.1,30.4,80,11.1,30.4,-42.2,-42.2,12.9,0.8,11.1,30.8,,,,,,,,,,,,,,,,,,
1094/001,2675 Geary Blvd,2675 GEARY BLVD,94115,494418,Enclosed Mall,"2675 GEARY BLVD
SAN FRANCISCO, CA 94115
(37.782258, -122.446952)",Complied,,http://propertymap.sfplanning.org/?&search=1094/001,Complied,,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,Exempt,Exempt - New Construction,Complied,,Complied,,Upcoming,2019-04-01T00:00:00,,,,58.5,172.4,-26.8,-26.8,888.9,4.3,58.5,172.4,,62.1,185.6,-21.2,-21.2,949.9,4.6,62.1,185.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1.9,,-98.3,,19.9,,1.9,
0192/004,1009 STOCKTON ST,1009 STOCKTON ST,94108,15000,Worship Facility,"1009 STOCKTON ST
SAN FRANCISCO, CA 94108
(37.7951, -122.408124)",Complied,,http://propertymap.sfplanning.org/?&search=0192/004,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,,,Complied,2014-04-01T00:00:00,100,7.9,13.4,-72.6,-72.6,7.1,0.5,8.2,13.7,99,8,13.7,-70,-70,7.7,0.5,8,13.7,99,8.1,14.3,-70.9,-70.9,7.6,0.5,8.1,14.3,98,8.8,16.1,-65.3,-65.3,8.4,0.6,8.8,16.1,98,9.4,16.8,-66.8,-66.8,8.9,0.6,9.4,16.8,,,,,,,,,,,,,,,,,,
0013/016,The Way Museum Building,145 Jefferson St.,94133,121481,Museum,"145 Jefferson St
SAN FRANCISCO, CA 94133
(37.808347, -122.414731)",Violation - Data Not Verified,,http://propertymap.sfplanning.org/?&search=0013/016,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,,Complied,2014-04-01T00:00:00,,,,,,,,,,,109,277.6,226.1,226.1,1022.5,8.4,107.1,271.4,,113.4,292.6,243.8,243.8,1018.4,8.4,111.9,287.7,,119,305.5,259,259,1066.1,8.8,116.2,296.9,,117.1,296.3,248.2,248.2,1041.9,8.6,117.1,296.3,,117.2,319.7,275.6,275.6,1081.1,8.9,118.3,323.1,,93.3,292.8,244.1,244.1,923.7,7.6,94.4,296.5
3707/002A,609 MARKET ST,609 MARKET ST,94105,9630,,"609 MARKET ST
SAN FRANCISCO, CA 94105
(37.789081, -122.401636)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=3707/002A,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,,,Did Not Comply,2014-04-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,27.2,82.4,-39,-39,21,2.2,26.2,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203/067,1555 Burke Ave,1555 Burke Ave,94124,44160,,"1555 Burke Ave
SAN FRANCISCO, CA 94124
(37.744187, -122.385553)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=5203/067,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,Exempt - SqFt Not Subject This Year,,,Did Not Comply,2014-04-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5250/014,1970 Innes,1970 INNES AVE,94124,18060,Refrigerated Warehouse,"1970 INNES AVE
SAN FRANCISCO, CA 94124
(37.743156, -122.395403)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=5250/014,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,,,Complied,2014-04-01T00:00:00,,,,,,,,,,5,149.9,273.2,126.6,126.6,177.5,9.8,155.9,281.9,6,155.6,280.6,123.7,123.7,178,9.9,155.6,280.6,14,127.8,231.5,75.6,75.6,146.5,8.1,127.8,231.5,52,50.8,115.8,-4.2,-4.1,67.5,3.7,46.2,109.6,,,,,,,,,,,,,,,,,,
9900/019,Pier 19,19 Pier,94111,97641,Non-Refrigerated Warehouse,"19 Pier
SAN FRANCISCO, CA 94111
(37.796302, -122.394836)",Complied,,http://propertymap.sfplanning.org/?&search=9900/019,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,,,Exempt - Municipal,2099-04-01T00:00:00,99,2.5,7.7,-78.9,-78.9,18.2,0.2,2.5,7.7,99,2.5,7.8,-78.7,-78.7,21,0.2,2.3,7.4,99,2.3,7.1,-80.7,-80.7,17.9,0.2,2.3,7.1,98,2.6,8.3,-77.3,-77.3,21.1,0.2,2.6,8.3,91,4.8,15,-58.6,-58.9,41.1,0.4,4.8,15,82,6.4,20,-44.8,-45.1,54.6,0.6,6.4,20,71,8.2,25.7,-29.3,-29.6,70.3,0.7,8.2,25.7
1449/025,YMCA Richmond,360 18TH AVE,94121,19500,Other,"360 18TH AVE
SAN FRANCISCO, CA 94121
(37.781217, -122.477302)",Complied,,http://propertymap.sfplanning.org/?&search=1449/025,Complied,,Complied,,Complied,,Complied,,Violation - Insufficient Data,,Violation - Insufficient Data,,Exempt,Exempt - SqFt Not Subject This Year,Upcoming,2019-04-01T00:00:00,Pending - Submitted,2014-04-01T00:00:00,,52.6,97.6,-20.7,-20.7,63.4,3.3,53,98.1,,50.3,96.6,-21.6,-21.6,65.8,3.4,50.3,96.6,,20.1,63.2,-48.7,-48.7,32,1.6,20.1,63.2,,20.7,65.1,-47.1,-47.1,33,1.7,20.7,65.1,,23.1,69,-44,-44,35.8,1.8,22.8,68.2,,,,,,,,,,,,,,,,,,
1433/009,3700 GEARY BLVD,3700 GEARY BLVD,94118,30000,Retail Store,"3700 GEARY BLVD
SAN FRANCISCO, CA 94118
(37.781313, -122.459266)",Complied,,http://propertymap.sfplanning.org/?&search=1433/009,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,Complied,2014-04-01T00:00:00,,43.7,136.3,19.1,19.1,99.2,3.3,43.8,136.4,,46.1,143.6,25.5,25.5,119.5,4,46.1,143.6,,57.1,179.3,56.6,56.6,139.6,4.7,57.1,179.3,,49.9,156.5,36.7,36.7,121.9,4.1,47.6,149.4,,56.7,177,54.6,54.6,138.3,4.6,56.6,176.9,,,,,,,,,,,,,,,,,,
3701/065,S001-San Francisco,1275 Market St.,94103,334407,Office,"1275 Market St
SAN FRANCISCO, CA 94103
(37.77788, -122.415821)",Complied,,http://propertymap.sfplanning.org/?&search=3701/065,Complied,,Complied,,Exempt,Exempt - New Construction,Exempt,Exempt - Vacant,Exempt,Exempt - Vacant,Exempt,Exempt - Vacant,Complied,,Pending - Contracted,2019-04-01T00:00:00,,,49,88.9,226.2,0.6,0.6,2062,6.2,91.3,228.7,51,88.4,219.7,-1.4,-1.4,2253.8,6.7,88.4,219.7,85,55,138.2,-38,-38,1342.4,4,55,138.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704/022,982 Mission Street,980 MISSION ST,94103,38537,Office,"980 MISSION ST
SAN FRANCISCO, CA 94103
(37.781342, -122.40824)",Violation - Data Not Verified,,http://propertymap.sfplanning.org/?&search=3704/022,Complied,,Complied,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Exempt,Exempt - SqFt Not Subject This Year,,,Complied,2014-04-01T00:00:00,,,,,,,,,,68,64.9,154.1,-19.2,-19.2,190.5,4.8,65.6,154.8,68,58.5,137.7,-18.9,-18.9,159.8,4.1,60.1,139.3,51,58.1,146.7,-1.1,-1.1,163.8,4.2,59.8,143.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733/083,841 HOWARD ST,841 HOWARD ST,94103,15277,Other - Entertainment/Public Assembly,"841 HOWARD ST
SAN FRANCISCO, CA 94103
(37.782516, -122.403652)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=3733/083,Complied,,Complied,,Complied,,Complied,,Exempt,Exempt - Vacant,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,,,Did Not Comply,2016-04-01T00:00:00,,,,,,,,,,,2.4,7.5,-91.2,-91.2,3.2,0.2,2.4,7.5,,3,9.6,-88.8,-88.8,3.8,0.2,3,9.6,,2.7,8.4,-90.2,-90.2,3.3,0.2,2.7,8.4,,2.9,9,-89.4,-89.4,3.6,0.2,2.8,8.8,,,,,,,,,,,,,,,,,,
0291/004,560 MARKET ST,560 MARKET ST,94104,11734,,"560 MARKET ST
SAN FRANCISCO, CA 94104
(37.78971, -122.40085)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=0291/004,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Complied,,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,,,Complied,2014-04-01T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,31.3,89.5,-50.8,-50.8,28.5,2.4,31.6,89.8,90,33.3,93.1,-50.5,-50.5,30,2.6,33.4,93.2,,,,,,,,,,,,,,,,,,
0272/006,EXECUTIVE HOTEL VITNAGE COURT LLC,650 BUSH ST,94108,46067,Hotel,"650 BUSH ST
SAN FRANCISCO, CA 94108
(37.790257, -122.408083)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=0272/006,Complied,,Complied,,Complied,,Complied,,Violation - Insufficient Data,,Complied,,Exempt,Exempt - SqFt Not Subject This Year,,,Did Not Comply,2014-04-01T00:00:00,,,,,,,,,,85,69,134.9,-33.1,-33.1,210.2,4.6,72.6,142.6,83,76.9,144.3,-30,-30,236.4,5.1,76.9,144.3,85,70.3,135.1,-33.2,-33.2,219.6,4.8,70.3,135.1,100,27.4,28.7,-86.2,-86.2,67,1.5,27.4,28.7,,,,,,,,,,,,,,,,,,
0196/016,499 JACKSON ST,499 JACKSON ST,94111,16855,Office,"499 JACKSON ST
SAN FRANCISCO, CA 94111
(37.796455, -122.40327)",Exempt,Change in Ownership,http://propertymap.sfplanning.org/?&search=0196/016,Exempt,Exempt - Change of Ownership,Complied,,Exempt,Exempt - Change of Ownership,Exempt,Exempt - Change of Ownership,Exempt,Exempt - Change of Ownership,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,,,Complied,2016-04-01T00:00:00,,,,,,,,,,,,,,,,,,,44,80.7,154.3,5.8,5.8,88.2,5.2,88.6,163.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571/001,Jeff Smith - 2000 Folsom,2000 FOLSOM ST,94110,90045,,"2000 FOLSOM ST
SAN FRANCISCO, CA 94110
(37.765049, -122.415279)",Complied,,http://propertymap.sfplanning.org/?&search=3571/001,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,,,Did Not Comply,2014-04-01T00:00:00,58,53.1,149.5,-9,-9,345.7,3.8,54.4,150.9,88,35.3,94.5,-42.3,-42.3,225.2,2.5,38.7,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,,-50.6,,180.89,,24.6,
4025/003A,Marco Fine Furniture,650 POTRERO AVE,94110,24004,Other,"650 POTRERO AVE
SAN FRANCISCO, CA 94110
(37.761207, -122.40712)",Violation - Did Not Report,,http://propertymap.sfplanning.org/?&search=4025/003A,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,Exempt - SqFt Not Subject This Year,Exempt,Exempt - SqFt Not Subject This Year,,,Complied,2014-04-01T00:00:00,,,,,,,,,,,8.8,16.1,-86.9,-86.9,13.9,0.6,9.7,17,,11.3,21.3,-82.7,-82.7,17.5,0.7,12.5,22.6,,13.1,22.8,-81.5,-81.5,19.6,0.8,13.1,22.8,,13.5,23.3,-81.1,-81.1,20.9,0.9,11.9,21.6,,,,,,,,,,,,,,,,,,
