pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
PM04019461,00540030;00540840;00540842;00540843;00542001;00542002;00544047;00547001;00547004;00547007;00547010;00547011,4019461,Residences on the Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2201 I ST NW; 2221 I STREET NW,RESIDENCES ON THE AVENUE; SQ 54 RESIDENTIAL CONDO,2,2221 I Street NW,Washington,DC,20037,2000,Multifamily Housing,Multifamily Housing,76755,396876,92,44.6,45.2,124.9,125.5,1852.2,4.7,14536.6,4343679,28716.60464,,,Whole Building,Whole Building,38.9009754,-77.0497071
PM04019462,5140_0088,4019462,Carver Senior Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,4800 EAST CAPITOL ST NE,CARVER SENIOR APARTMENTS LIMITED PARTNERSHIP,7,4800 East Capitol St NE,Washington,DC,20019,2007,Multifamily Housing,Multifamily Housing,90094,90094,68,43.8,44.6,102,102,358.2,4,1410,706579.5,15394.65882,,,Whole Building,Whole Building,38.89011213,-76.93313009
PM04019576,1919_0823,4019576,Chesterfield Cooperative Inc.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,Data under review by DOEE,3315 WISCONSIN AV NW,CHESTERFLD COOPERATIVE INC,3,3315 Wisconsin Avenue NW,Washington,DC,20016,1954,Multifamily Housing,Multifamily Housing,81996,81996,1,1186.7,1186.7,3669,3669,11020.4,134.4,3208.5,27860230,22418.90321,,,Whole Building,Whole Building,38.9337945,-77.0720614
PM03412592,Not Available,3412592,Mt. Pleasant Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,3160 16TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,3160 16TH STREET NW,Washington,DC,20010,1932,Library,Library,16576,16576,,144.6,145.4,347.7,344.5,217.1,13.1,,455247,8433.000022,,,Whole Building,,38.930515,-77.037201
PM03412596,Not Available,3412596,East Potomac Pool,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1000 OHIO DRIVE SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,1000 OHIO DRIVE SW,Washington,DC,20024,1000,Other - Recreation,Other - Recreation,40810,40810,,21,20.3,42.8,40.6,69,1.7,,119158,4494.999857,,,Whole Building,,38.87756553,-77.03233483
PM04021093,285970,4021093,Studio 3,4021082,Corporate Building,12/31/2016,In Compliance,1235 W Street NE,Studio 3,,1235 W Street NE,Washington,DC,20018,1985,Office,Office,38964,38964,76,65.2,67,149.8,150.4,228.3,5.9,746.3,444082.6,10268.88559,,,Whole Building,Whole Building,38.91885522,-76.98881939
PM04021278,0072_0006,4021278,Best Western Georgetown Hotel and Suites,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1121 NEW HAMPSHIRE AVE NW,GEORGETOWN SUITES LLC,2,1121 New Hampshire Avenue Northwest,Washington,DC,20037,1965,Hotel,Hotel,55161,55161,49,57.3,57.5,141.4,141.6,299.8,5.4,273705.6,628009.1,10186.0996,,,Whole Building,Whole Building,38.90431077,-77.04795405
PM04023596,0183_0847,4023596,American Federation of State County && Municiple Employees,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1625 L ST NW,AFSCME BUILDING CORPORATION,2,1625 L Street NW,Washington,DC,20036,1955,Office,Office,75033,75033,82,59.8,60.3,160.5,160.4,454.3,6.1,1275.7,1027438,9845.752537,,,Whole Building,Whole Building,38.9040539,-77.03776733
PM04034763,0245_2247,4034763,Crescent Towers Condo,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1239 VERMONT AVE NW,CRESCENT TOWERS CONDO,2,1239 Vermont Ave,Washington,DC,20005,1964,Multifamily Housing,Multifamily Housing,58708,75955,19,102.3,103.3,179.9,178.6,574.8,7.6,4502.2,772001.4,51351.09874,,,Whole Building,Whole Building,38.9069933,-77.0307069
PM04036707,2911_0004,4036707,Library of Congress,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1291 TAYLOR ST NW,PENN B RECREATION,4,1291 Taylor Street NW,Washington,DC,20011,1960,Office,Office,88808,93166,94,48.6,49.4,124.4,125.1,441.9,4.7,351.2,957763.7,12638.44798,,,Whole Building,Whole Building,38.941335,-77.028468
PM04039011,2155_0812,4039011,Dumbarton Oak Reserach Library and Collections,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1703 32ND ST NW,TRUSTEES FOR HARVARD UNIVERSITY,2,1703 32nd Street NW,Washington,DC,20007,1949,College/University,College/University,89755,157095,,237.6,239.1,436.9,436.7,2850,18.1,4182.8,4130503,232278.4456,,,Whole Building,Whole Building,38.9141798,-77.0638664
PM04044593,1356_0857,4044593,The Palisade Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,4540 MACARTHUR BLVD NW,PALISADES LLC,3,4540 MacArthur Blvd NW,Washington,DC,20007,1954,Multifamily Housing,Multifamily Housing,56032,51800,88,58.8,60.2,88.1,87.7,202,3.9,1862,191622.6,23910.20067,,,Whole Building,Whole Building,38.908799,-77.0867096
PM04045690,0163_0849,4045690,FINRA1735K,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1735 K ST NW,NATIONAL ASSOC SECURITIES DEALERS INC,2,1735 K STREET NW,Washington,DC,20006,1962,Financial Office,Financial Office,96720,90000,53,77.8,76.9,244.2,241.4,802.7,8.9,1858.8,2051481,,,,Whole Building,Whole Building,38.90290391,-77.04093251
PM04051449,0542_2962,4051449,Waterfront Towers,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1101 3RD ST SW,WATERFRONT TOWER,6,1101 3rd Street SW,Washington,DC,20024,1960,Multifamily Housing,Multifamily Housing,84168,102743,76,58.4,59.4,126.3,125.9,515.3,5,3144.3,936745.9,28001.92805,,,Whole Building,Whole Building,38.877116,-77.015767
PM04051768,0571_0055,4051768,440 First St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,Data under review by DOEE,440 1ST ST NW,FP 440 1ST STREET LLC,6,440 First Street NW,Washington,DC,20001,2013,Office,Office,141930,138708,99,26.2,26.7,74.4,74.9,384.7,2.8,2305.4,912367.5,5208.471826,,,Whole Building,Whole Building,38.89545473,-77.01247706
PM04052044,0315_0822,4052044,Mass Place Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1111 MASSACHUSETTS AV,CCA MASSACHUSETTS AVE LP,2,1111 Massachusetts Ave. NW,Washington,DC,20005,1965,Multifamily Housing,Multifamily Housing,123113,123113,64,75.6,77.4,126.5,126.6,665,5.4,6019.8,813012.7,65314.18543,,,Whole Building,Whole Building,38.90486954,-77.02734166
PM04053839,2934_0802,4053839,The Verona,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,5601 13TH ST NW,5601 13TH STREET NW LLC,4,5601 13th Street N.W.,Washington,DC,20011,1955,Multifamily Housing,Multifamily Housing,70212,52680,4,63.6,64.3,146,146.8,300.8,5.7,6360.3,585119.8,13529.70369,,,Whole Building,Whole Building,38.95758108,-77.0289762
PM00002214,0290_0861,2214,Columbia Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,F ST NW,13TH & F ASSOCIATES LP & WMATA,2,555 13th Street N.W  Suite 420West,Washington,DC,20004,1987,Office,Office,637000,629670,81,58.8,58.8,184.8,184.8,4249.5,6.7,13336.5,10860200,,,,Whole Building,Whole Building,38.89719681,-77.02828568
PM03412603,Not Available,3412603,Langdon Park Community Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2901 20TH STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,2901 20TH STREET NE,Washington,DC,20018,1000,Other - Recreation,Other - Recreation,14269,14269,,103.3,105.7,224.3,222.9,124,8.7,,231756,6831.000034,,,Whole Building,,38.92682275,-76.97578849
PM03412604,Not Available,3412604,MPD Evidence Control Branch,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,17 DC VILLAGE LANE SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,17 DC VILLAGE LANE SW,Washington,DC,20032,1000,Other - Public Services,Police Station,30000,30000,,150.2,,412.3,,472.8,15.8,,1183830,4664.000403,,,Whole Building,,38.81353945,-77.01292773
PM04060696,30550015,4060696,Drew Hall,4060094,Sub Station Buildings,12/31/2016,In Compliance,511 Gresham Place NW,Drew Hall,,511 Gresham Place NW,Washington,DC,20059,1957,College/University,Residence Hall/Dormitory,88979,88979,100,2,2,2.7,2.7,11,0.1,3583,6330.5,1602.228692,,,Whole Building,Whole Building,38.92727975,-77.02078876
PM03412606,Not Available,3412606,Penn Center - Administration Bldg.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1709 3RD STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,1709 3RD STREET NE,Washington,DC,20002,1890,Other,Other,105500,105500,,74.5,78.7,139,143.4,595,5.6,,899465,47927.00111,,,Whole Building,,38.91303115,-77.00174419
PM03412608,Not Available,3412608,Fourth District Station,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,4 DC Village Lane SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,4 DC Village Lane SW,Washington,DC,20032,1000,Other,Other,33743,33743,,101,101,317.2,317.2,378.1,11.2,,998916,,,,Whole Building,,38.81524995,-77.01671827
PM04066862,5147_0081,4066862,Glendale Plaza Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,4651 NANNIE HELEN BURROUGHS AVE NE,CIH GLENDALE PLAZA LP,7,4651 Nanni Helen Burroughs Av,Washington,DC,20019,1971,Multifamily Housing,Multifamily Housing,77767,77767,4,101.1,102.9,181,178.8,588.9,7.6,5567.8,816643.7,50720.43981,,,Whole Building,Whole Building,38.898576,-76.934474
PM04067117,0171_0815,4067117,1700 New York Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1700 NEW YORK AV NW,1700 NEW YORK AVENUE LLC,2,1700 New York Avenue NW,Washington,DC,20006,2013,Office,Office,124000,123017,71,66.3,66.9,208.1,210.2,934.9,7.6,1914.9,2389382,,,,Whole Building,Whole Building,38.8961809,-77.0403923
PM03412622,Not Available,3412622,Bellevue (William O. Lockridge) Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,115 ATLANTIC STREET SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,115 ATLANTIC STREET SW,Washington,DC,20032,1000,Library,Library,17119,17119,,108.4,107.1,320.6,315.3,196.5,11.5,,496557,1606.999787,,,Whole Building,,38.83132585,-77.0093649
PM03412624,Not Available,3412624,Benjamin Banneker High School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,800 EUCLID STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,800 EUCLID STREET NW,Washington,DC,20001,1939,K-12 School,K-12 School,180000,180000,78,57.2,60.8,101.3,104.3,752.2,4.2,,1039896,67511.99883,,,Whole Building,,38.92383276,-77.02397697
PM03412625,Not Available,3412625,Capitol Hill Montessori @ Logan,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,215 G STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,215 G STREET NE,Washington,DC,20002,1935,K-12 School,K-12 School,55013,55013,90,40.6,40.9,97,96.1,201.3,3.7,,419001,8043.999925,,,Whole Building,,38.89853031,-77.00256647
PM03412628,Not Available,3412628,Engine Company #15,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2101 14TH STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,2101 14TH STREET SE,Washington,DC,20020,1969,Other - Public Services,Other - Public Services,12720,12720,,119.8,125.9,227.3,232.1,116.7,9.2,,181061,9061.999825,,,Whole Building,,38.86486579,-76.98607285
PM03412632,Not Available,3412632,Therapeutic Aquatic Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,3030 G STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,3030 G STREET SE,Washington,DC,20019,1977,Other - Recreation,Other - Recreation,28861,28861,,86.6,92,90.9,96.6,132.7,4.6,,,24983.99838,,,Whole Building,,38.88087191,-76.96320323
PM03412633,Not Available,3412633,Fort Lincoln Recreation Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,3100 FORT LINCOLN DRIVE NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,3100 FORT LINCOLN DRIVE NE,Washington,DC,20018,1000,K-12 School,Other,103800,103800,,22.7,22.7,71.3,71.3,261.4,2.5,,690530,0,,,Whole Building,,38.92730628,-76.9576337
PM03412637,Not Available,3412637,SWMA Warehouse - Maintenance Facility #3,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,201 BRYANT STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,201 BRYANT STREET NW,Washington,DC,20001,1975,Other,Other,51622,51622,,128.6,132.5,262.8,266.9,535.1,10.4,,924871,34837.99965,,,Whole Building,,38.92100309,-77.01517718
PM03412639,Not Available,3412639,Emergency Management Communications,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,320 MCMILLAN DRIVE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,320 MCMILLAN DRIVE NW,Washington,DC,20001,1000,Fire Station,Fire Station,37032,37032,,146.2,146.2,459.1,459.1,600.6,16.2,,1586862,,,,Whole Building,,38.92236086,-77.01689537
PM03412645,Not Available,3412645,The Community for Creative Non-Violence (CCNV),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,425 2nd Street NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,425 2nd Street NW,Washington,DC,20001,1949,Other,Other,350000,350000,,34.4,33.9,95.5,93.6,1214.3,3.5,,2917559,20718.00061,,,Whole Building,,38.89550736,-77.01329532
PM03412661,Not Available,3412661,Nalle Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,219 50TH STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,219 50TH STREET SE,Washington,DC,20019,1950,K-12 School,K-12 School,83900,83900,13,92,,207.4,,676.6,8.1,,1351541.9,31075.00133,,,Whole Building,,38.88595442,-76.93079651
PM03412662,Not Available,3412662,Columbia Heights Education Campus,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,3101 16th St NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,3101 16th St NW,Washington,DC,20010,2006,K-12 School,K-12 School,325217,325217,27,84.3,,207.6,,2533.4,7.8,,5463748.4,87629.00067,,,Whole Building,,38.92954477,-77.03585831
PM03412665,Not Available,3412665,Fourth District Substation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,6001 GEORGIA AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,6001 GEORGIA AVENUE NW,Washington,DC,20011,1000,Police Station,Police Station,45013,45013,,124.6,125.5,338.6,335.8,556.6,12.4,,1311792,11311.00034,,,Whole Building,,38.96312578,-77.02741098
PM03412666,Not Available,3412666,Sixth District Station,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1805 BLADENSBURG ROAD NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,1805 BLADENSBURG ROAD NE,Washington,DC,20002,1978,Other - Public Services,Other - Public Services,43955,43955,,97.5,99.9,245.5,245.9,401.7,9.1,,882091,12771.00148,,,Whole Building,Whole Building,38.91507759,-76.97364006
PM03412668,Not Available,3412668,J.O. Wilson Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,660 K STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,660 K STREET NE,Washington,DC,20002,1961,K-12 School,K-12 School,98900,98900,21,89.9,91.1,189.5,188.3,732.4,7.4,,1319560,43861.00016,,,Whole Building,Whole Building,38.902758,-76.99658902
PM03412669,Not Available,3412669,Beers Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,3600 ALABAMA AVENUE SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,3600 ALABAMA AVENUE SE,Washington,DC,20020,1942,K-12 School,K-12 School,77500,77500,27,81.8,83.8,187.2,189.8,554,7.1,,1100622,25867.99955,,,,,38.86434984,-76.95560475
PM04104309,2661_0862,4104309,Adams-Garden Towers,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2325 15TH ST NW,ADAMS GARDEN TOWERS LLC,1,2325 15th Street NW,Washington,DC,20009,1940,Multifamily Housing,Multifamily Housing,54613,49888,42,98.5,100,161.2,159.6,345.9,6.9,2531.9,403825.5,35377.66665,,,Whole Building,Whole Building,38.92086433,-77.0346777
PM03412670,Not Available,3412670,Taft Rec Ctr,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1800 PERRY STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,1800 PERRY STREET NE,Washington,DC,20018,1900,Other - Recreation,Other - Recreation,194300,194300,,0.5,0.5,1.5,1.5,10.4,0.1,,27399,,,,Whole Building,Whole Building,38.93679648,-76.97859551
PM03412672,Not Available,3412672,Engine Company #7,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1101 HALF STREET SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,1101 HALF STREET SW,Washington,DC,20024,1000,Other - Public Services,Fire Station,60000,60000,,122.5,128.6,228.8,235.2,556.7,9.3,,842919,44744.00069,,,Whole Building,Whole Building,38.87692897,-77.01122979
PM04135125,0776_4111,4135125,2381 Washington,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,300 - 380 H ST NE,3RD_H STREET CONDO,6,360 H St NE,Washington,DC,20002,2013,Supermarket/Grocery Store,Supermarket/Grocery Store,282163,42469,75,213.6,215.5,618.6,620.6,975.1,23,896.4,2348403,10580.8741,,,Whole Building,Whole Building,38.9004177,-77.0017432
PM03412673,Not Available,3412673,Maurice T. Turner Jr. Metropolitan Police Academy,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,4665 BLUE PLAINS DRIVE SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,4665 BLUE PLAINS DRIVE SW,Washington,DC,20032,1000,Police Station,Police Station,112283,112283,,82.5,84.5,186.7,188.9,802.8,7.2,,1576977,38774.00003,,,Whole Building,Whole Building,38.82150255,-77.01319851
PM03412674,Not Available,3412674,Adams Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2020 19TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,2020 19TH STREET NW,Washington,DC,20009,1900,K-12 School,K-12 School,59400,59400,58,76.9,82.3,139,143.8,338.4,5.7,,486033,29067.00123,,,Whole Building,,38.91730954,-77.04437725
